timestamp,icao24,callsign,latitude,longitude,altitude
2026-03-23 19:56:58.325898,7502db,MXD224  ,3.6862,100.8915,7620
2026-03-23 19:57:59.198497,7502db,MXD224  ,3.7312,101.0102,7620
2026-03-23 19:59:00.138653,7502db,MXD224  ,3.7496,101.061,7620
2026-03-23 20:00:01.187720,7502db,MXD224  ,3.7496,101.061,7620
2026-03-23 20:01:02.156706,7502db,MXD224  ,3.7496,101.061,7620
2026-03-23 20:02:03.057403,7502db,MXD224  ,3.7496,101.061,7620
2026-03-23 20:03:04.007156,7502db,MXD224  ,3.5619,101.4511,7018.02
2026-03-23 20:05:05.932073,76bcce,TGW60   ,3.5243,101.561,10363.2
2026-03-23 20:06:06.886303,76bcce,TGW60   ,3.7239,101.4722,10355.58
2026-03-23 20:07:07.720559,76bcce,TGW60   ,3.7464,101.4622,10355.58
2026-03-23 20:08:08.679944,76bcce,TGW60   ,3.7464,101.4622,10355.58
2026-03-23 20:09:09.714373,76bcce,TGW60   ,3.7464,101.4622,10355.58
2026-03-23 20:10:10.718926,76bcce,TGW60   ,3.7464,101.4622,10355.58
2026-03-23 20:11:11.720146,76bcce,TGW60   ,3.7464,101.4622,10355.58
2026-03-23 20:12:12.743272,750494,,3.5841,101.5775,6309.36
2026-03-23 20:14:14.819658,8964a0,UAE9823 ,3.5077,100.897,9144
2026-03-23 20:15:15.903230,8964a0,UAE9823 ,3.6153,100.7449,9144
2026-03-23 20:16:16.928481,8964a0,UAE9823 ,3.6621,100.681,9144
2026-03-23 20:17:17.919454,8964a0,UAE9823 ,3.6621,100.681,9144
2026-03-23 20:18:19.022067,8964a0,UAE9823 ,3.6621,100.681,9144
2026-03-23 20:19:20.070215,8964a0,UAE9823 ,3.6621,100.681,9144
2026-03-23 20:20:21.017850,8964a0,UAE9823 ,3.6621,100.681,9144
2026-03-23 20:20:21.017850,76cee2,SIA345  ,4.6267,100.0888,11277.6
2026-03-23 20:21:21.979424,76cee2,SIA345  ,4.6267,100.0888,11277.6
2026-03-23 20:22:22.914534,76cee2,SIA345  ,4.6267,100.0888,11277.6
2026-03-23 20:23:23.892578,76cee2,SIA345  ,4.6267,100.0888,11277.6
2026-03-23 20:24:24.827749,76cee2,SIA345  ,4.6267,100.0888,11277.6
2026-03-23 20:27:27.600655,76cee2,SIA345  ,3.7822,100.7932,11277.6
2026-03-23 20:28:28.481178,76cee2,SIA345  ,3.665,100.8908,11277.6
2026-03-23 20:29:29.543028,76cee2,SIA345  ,3.5606,100.9778,11277.6
2026-03-23 20:31:31.504404,76cc6e,SIA529  ,3.8068,100.1732,10668
2026-03-23 20:32:32.467250,76cc6e,SIA529  ,3.7138,100.2874,10668
2026-03-23 20:33:33.388541,76cc6e,SIA529  ,3.6983,100.3057,10660.38
2026-03-23 20:38:38.218674,750540,MAS115  ,3.538,101.4766,6537.96
2026-03-23 20:39:39.263463,76cd74,SIA403  ,3.5941,101.3209,11887.2
2026-03-23 20:43:42.869247,750440,AXM64   ,3.5094,101.5068,7246.62
2026-03-23 20:46:45.896622,801733,IGO1002 ,3.5305,100.9306,10980.42
2026-03-23 20:47:46.771863,801733,IGO1002 ,3.6004,100.8294,10972.8
2026-03-23 20:48:47.626884,801733,IGO1002 ,3.6644,100.7371,10965.18
2026-03-23 20:49:48.550690,801733,IGO1002 ,3.741,100.6265,10972.8
2026-03-23 20:50:49.498855,801733,IGO1002 ,3.7836,100.5651,10972.8
2026-03-23 20:51:50.490556,801733,IGO1002 ,3.814,100.521,10972.8
2026-03-23 20:52:51.426485,801733,IGO1002 ,3.814,100.521,10972.8
2026-03-23 20:53:52.372187,801733,IGO1002 ,3.814,100.521,10972.8
2026-03-23 20:54:53.237755,801733,IGO1002 ,3.814,100.521,10972.8
2026-03-23 20:55:54.256545,801733,IGO1002 ,3.814,100.521,10972.8
2026-03-23 20:58:57.141856,76d256,,3.7618,100.7358,10668
2026-03-23 20:59:58.080033,76d256,TGW587  ,3.7363,100.7622,10668
2026-03-23 21:00:58.957175,76d256,TGW587  ,3.5807,100.9238,10668
2026-03-23 21:00:58.957175,76cdb2,SIA323  ,3.8113,101.2094,12496.8
2026-03-23 21:01:59.819964,76cd01,SIA523  ,3.6652,101.2835,11887.2
2026-03-23 21:01:59.819964,76cdb2,SIA323  ,3.6928,101.2688,12496.8
2026-03-23 21:03:00.779133,76cd01,SIA523  ,3.5512,101.35,11887.2
2026-03-23 21:03:00.779133,76cdb2,SIA323  ,3.5762,101.3304,12496.8
2026-03-23 21:11:08.276555,76cd07,,3.8502,100.306,11887.2
2026-03-23 21:12:09.174316,76cd07,SIA511  ,3.7853,100.4123,11887.2
2026-03-23 21:13:10.145100,76cd07,SIA511  ,3.6814,100.5349,11887.2
2026-03-23 21:14:11.148313,76cd07,SIA511  ,3.6203,100.6082,11887.2
2026-03-23 21:15:12.104394,76cd07,SIA511  ,3.5346,100.7105,11887.2
2026-03-23 21:21:17.887914,76bccd,TGW579  ,3.8885,100.0041,12496.8
2026-03-23 21:22:18.829480,76b44b,SIA517  ,3.8051,101.3729,9448.8
2026-03-23 21:22:18.829480,76bccd,TGW579  ,3.8199,100.1106,12489.18
2026-03-23 21:23:19.875972,76b44b,SIA517  ,3.6938,101.4442,9448.8
2026-03-23 21:23:19.875972,76bccd,TGW579  ,3.7496,100.222,12489.18
2026-03-23 21:24:20.823605,76b44b,SIA517  ,3.5831,101.5153,9448.8
2026-03-23 21:24:20.823605,76bccd,TGW579  ,3.7003,100.3055,12496.8
2026-03-23 21:25:21.662046,76bccd,TGW579  ,3.6365,100.4269,12496.8
2026-03-23 21:26:22.634742,76b454,SIA441  ,3.7326,101.324,10668
2026-03-23 21:26:22.634742,76bccd,TGW579  ,3.5882,100.5421,12496.8
2026-03-23 21:27:23.611243,76b454,SIA441  ,3.6195,101.4025,10668
2026-03-23 21:27:23.611243,76bccd,TGW579  ,3.5515,100.644,12496.8
2026-03-23 21:28:24.591304,76b454,SIA441  ,3.5511,101.4502,10668
2026-03-23 21:28:24.591304,76bccd,TGW579  ,3.5034,100.7777,12496.8
2026-03-23 21:30:26.455883,750453,AXM12   ,3.7334,100.9682,7383.78
2026-03-23 21:31:27.389625,750453,AXM12   ,3.7063,101.0146,7239
2026-03-23 21:32:28.257834,750453,AXM12   ,3.6251,101.0999,6606.54
2026-03-23 21:33:29.246546,750453,AXM12   ,3.5222,101.186,6126.48
2026-03-23 21:38:34.092862,4bb0e7,THY175  ,3.7006,101.4071,5593.08
2026-03-23 21:39:35.059637,4bb0e7,THY175  ,3.7006,101.4071,5593.08
2026-03-23 21:40:36.016051,4bb0e7,THY175  ,3.7006,101.4071,5593.08
2026-03-23 21:41:37.002904,4bb0e7,THY175  ,3.7006,101.4071,5593.08
2026-03-23 21:41:37.002904,80155f,,3.6703,101.3319,10058.4
2026-03-23 21:42:37.932931,4bb0e7,THY175  ,3.7006,101.4071,5593.08
2026-03-23 21:42:37.932931,80155f,AIC2145 ,3.5227,101.3991,10058.4
2026-03-23 21:44:39.748451,750221,MAS117  ,3.6279,100.1255,8580.12
2026-03-23 21:45:40.682018,750221,MAS117  ,3.6279,100.1255,8580.12
2026-03-23 21:46:41.647453,750221,MAS117  ,3.7102,100.3264,8115.3
2026-03-23 21:47:42.591182,750221,MAS117  ,3.6878,100.3869,7962.9
2026-03-23 21:48:43.531130,750221,MAS117  ,3.6503,100.6048,7338.06
2026-03-23 21:48:43.531130,750548,XAX123  ,3.6548,100.9751,7368.54
2026-03-23 21:49:44.429416,750221,MAS117  ,3.6383,100.6757,7124.7
2026-03-23 21:49:44.429416,750548,XAX123  ,3.5911,101.0838,7025.64
2026-03-23 21:50:45.350627,750221,MAS117  ,3.5993,100.8092,6728.46
2026-03-23 21:50:45.350627,750548,XAX123  ,3.5368,101.1749,6865.62
2026-03-23 21:51:46.206617,750221,MAS117  ,3.5709,100.8934,6438.9
2026-03-23 21:52:47.124279,750221,MAS117  ,3.5379,100.9881,6400.8
2026-03-23 21:52:47.124279,76cdaa,SIA327  ,3.7093,101.2596,12496.8
2026-03-23 21:53:48.009165,750221,MAS117  ,3.5064,101.0795,6400.8
2026-03-23 21:53:48.009165,76cdaa,SIA327  ,3.5995,101.3412,12496.8
2026-03-23 21:58:52.741337,8a02ca,AWQ130  ,3.6176,100.0868,7010.4
2026-03-23 21:59:53.734505,8a02ca,AWQ130  ,3.6181,100.189,7010.4
2026-03-23 21:59:53.734505,76cd0e,SIA505  ,3.8139,100.7598,11887.2
2026-03-23 22:00:54.673227,8a02ca,AWQ130  ,3.6186,100.2606,7010.4
2026-03-23 22:00:54.673227,76cd0e,SIA505  ,3.7192,100.8393,11887.2
2026-03-23 22:01:55.572485,8a02ca,AWQ130  ,3.6186,100.2606,7010.4
2026-03-23 22:01:55.572485,76cd0e,SIA505  ,3.5997,100.9395,11887.2
2026-03-23 22:02:56.506514,8a02ca,AWQ130  ,3.6186,100.2606,7010.4
2026-03-23 22:02:56.506514,76cd0e,SIA505  ,3.5,101.0231,11887.2
2026-03-23 22:03:57.394473,8a02ca,AWQ130  ,3.6112,100.6398,6248.4
2026-03-23 22:04:58.361192,8a02ca,AWQ130  ,3.5871,100.751,5867.4
2026-03-23 22:05:59.263889,8a02ca,AWQ130  ,3.5392,100.8219,5615.94
2026-03-23 22:09:02.129745,76cda9,SIA303  ,3.9297,101.1431,12496.8
2026-03-23 22:10:03.090053,76cda9,SIA303  ,3.7965,101.2088,12496.8
2026-03-23 22:11:04.031640,7502da,MXD132  ,3.5325,101.4821,7284.72
2026-03-23 22:11:04.031640,76cda9,SIA303  ,3.6765,101.2679,12496.8
2026-03-23 22:12:04.985356,76cda9,SIA303  ,3.5536,101.3286,12496.8
2026-03-23 22:14:06.862673,75006f,XAX109  ,4.5847,100.2138,12496.8
2026-03-23 22:15:07.851942,75006f,XAX109  ,4.5334,100.2765,12496.8
2026-03-23 22:16:08.803538,75006f,XAX109  ,4.4127,100.4249,12237.72
2026-03-23 22:16:08.803538,750422,MXD232  ,3.5592,101.0137,7406.64
2026-03-23 22:16:08.803538,7504cd,,4.6198,100.1678,11277.6
2026-03-23 22:17:09.708830,75006f,XAX109  ,4.394,100.4621,12138.66
2026-03-23 22:17:09.708830,750208,MAS199  ,3.7668,100.2777,9105.9
2026-03-23 22:17:09.708830,750452,AXM32   ,3.5006,100.4445,7749.54
2026-03-23 22:17:09.708830,750422,MXD232  ,3.6231,101.0651,7277.1
2026-03-23 22:17:09.708830,7504cd,,4.6198,100.1678,11277.6
2026-03-23 22:18:10.623682,75006f,XAX109  ,4.394,100.4621,12138.66
2026-03-23 22:18:10.623682,75021f,MAS1137 ,3.5248,101.4905,5692.14
2026-03-23 22:18:10.623682,750208,MAS199  ,3.6973,100.3836,8839.2
2026-03-23 22:18:10.623682,750452,AXM32   ,3.509,100.5392,7581.9
2026-03-23 22:18:10.623682,750422,MXD232  ,3.6677,101.1297,7178.04
2026-03-23 22:18:10.623682,7504cd,,4.6198,100.1678,11277.6
2026-03-23 22:18:10.623682,800c48,,3.6807,101.4248,7513.32
2026-03-23 22:19:11.626951,75006f,XAX109  ,4.394,100.4621,12138.66
2026-03-23 22:19:11.626951,750111,AXM6115 ,3.6048,100.8107,6606.54
2026-03-23 22:19:11.626951,750208,MAS199  ,3.6481,100.5188,8542.02
2026-03-23 22:19:11.626951,750452,AXM32   ,3.5097,100.5466,7574.28
2026-03-23 22:19:11.626951,750422,MXD232  ,3.6689,101.137,7162.8
2026-03-23 22:19:11.626951,7504cd,XAX183  ,4.3331,100.4644,11277.6
2026-03-23 22:19:11.626951,800c48,,3.6642,101.4875,7322.82
2026-03-23 22:20:12.563292,75006f,XAX109  ,4.055,100.7282,9974.58
2026-03-23 22:20:12.563292,750111,AXM6115 ,3.5484,100.9046,6454.14
2026-03-23 22:20:12.563292,750208,MAS199  ,3.6048,100.6381,8321.04
2026-03-23 22:20:12.563292,750452,AXM32   ,3.5338,100.7984,7178.04
2026-03-23 22:20:12.563292,750422,MXD232  ,3.6689,101.137,7162.8
2026-03-23 22:20:12.563292,7504cd,XAX183  ,4.3246,100.5175,11247.12
2026-03-23 22:20:12.563292,800c48,,3.558,101.6361,6629.4
2026-03-23 22:21:13.504128,75006f,XAX109  ,3.9739,100.7513,9745.98
2026-03-23 22:21:13.504128,750111,AXM6115 ,3.5037,100.9797,6316.98
2026-03-23 22:21:13.504128,750208,MAS199  ,3.5704,100.7319,8138.16
2026-03-23 22:21:13.504128,750452,AXM32   ,3.5436,100.8978,7018.02
2026-03-23 22:21:13.504128,750422,MXD232  ,3.6689,101.137,7162.8
2026-03-23 22:21:13.504128,7504cd,XAX183  ,4.3246,100.5175,11247.12
2026-03-23 22:21:13.504128,800c48,,3.558,101.6361,6629.4
2026-03-23 22:22:14.358137,75006f,XAX109  ,3.8308,100.8013,9448.8
2026-03-23 22:22:14.358137,750208,MAS199  ,3.5239,100.8591,7917.18
2026-03-23 22:22:14.358137,750452,AXM32   ,3.5285,100.9964,7010.4
2026-03-23 22:22:14.358137,750422,MXD232  ,3.5365,101.4814,6385.56
2026-03-23 22:22:14.358137,750592,MAS486  ,3.5082,100.5715,7620
2026-03-23 22:22:14.358137,7504cd,XAX183  ,4.3246,100.5175,11247.12
2026-03-23 22:22:14.358137,800c48,,3.558,101.6361,6629.4
2026-03-23 22:23:15.302861,75006f,XAX109  ,3.7653,100.8327,9448.8
2026-03-23 22:23:15.302861,750592,MAS486  ,3.5331,100.7065,7620
2026-03-23 22:23:15.302861,7504cd,XAX183  ,4.014,100.7926,10226.04
2026-03-23 22:23:15.302861,800c48,AIC2386 ,3.558,101.6361,6629.4
2026-03-23 22:24:16.162973,75006f,XAX109  ,3.6128,100.9049,9166.86
2026-03-23 22:24:16.162973,76cd79,SIA423  ,3.7654,100.2848,11887.2
2026-03-23 22:24:16.162973,75044d,MAS3    ,3.6357,101.5083,8534.4
2026-03-23 22:24:16.162973,750592,MAS486  ,3.556,100.8346,7620
2026-03-23 22:24:16.162973,7504cd,XAX183  ,3.9334,100.832,10020.3
2026-03-23 22:25:17.014682,75025a,MAS191  ,3.9789,101.6577,9448.8
2026-03-23 22:25:17.014682,76cd79,SIA423  ,3.6696,100.4061,11887.2
2026-03-23 22:25:17.014682,75044d,MAS3    ,3.698,101.5121,8526.78
2026-03-23 22:25:17.014682,750592,MAS486  ,3.5778,100.9514,7620
2026-03-23 22:25:17.014682,750593,MXD671  ,3.8362,101.7045,8839.2
2026-03-23 22:25:17.014682,7504cd,XAX183  ,3.7666,100.9121,9753.6
2026-03-23 22:26:17.893873,75025a,MAS191  ,3.8479,101.7051,9448.8
2026-03-23 22:26:17.893873,76cd79,SIA423  ,3.6696,100.4061,11887.2
2026-03-23 22:26:17.893873,75044d,MAS3    ,3.756,101.4559,8526.78
2026-03-23 22:26:17.893873,750584,,3.821,100.175,9448.8
2026-03-23 22:26:17.893873,750592,MAS486  ,3.6015,101.074,7620
2026-03-23 22:26:17.893873,750593,MXD671  ,3.8872,101.7367,8839.2
2026-03-23 22:26:17.893873,7504cd,XAX183  ,3.6375,100.9743,9753.6
2026-03-23 22:27:18.859422,75025a,MAS191  ,3.7309,101.7475,9441.18
2026-03-23 22:27:18.859422,801442,IGO1032 ,3.5303,100.8587,5394.96
2026-03-23 22:27:18.859422,75044d,MAS3    ,3.8296,101.3423,8534.4
2026-03-23 22:27:18.859422,750584,,3.821,100.175,9448.8
2026-03-23 22:27:18.859422,750592,MAS486  ,3.619,101.1791,7574.28
2026-03-23 22:27:18.859422,750593,MXD671  ,3.8872,101.7367,8839.2
2026-03-23 22:27:18.859422,7504cd,XAX183  ,3.5238,101.0299,9753.6
2026-03-23 22:28:19.940148,8014da,AIC2380 ,4.0827,101.6752,10058.4
2026-03-23 22:28:19.940148,75025a,MAS191  ,3.6234,101.7865,9448.8
2026-03-23 22:28:19.940148,801442,IGO1032 ,3.571,100.8233,5646.42
2026-03-23 22:28:19.940148,75044d,MAS3    ,3.7812,101.2944,8534.4
2026-03-23 22:28:19.940148,750584,AXM93   ,3.5523,100.1765,9448.8
2026-03-23 22:28:19.940148,750592,MAS486  ,3.619,101.1791,7574.28
2026-03-23 22:28:19.940148,750593,MXD671  ,3.8872,101.7367,8839.2
2026-03-23 22:29:20.878049,8014da,AIC2380 ,3.9523,101.7282,10058.4
2026-03-23 22:29:20.878049,75021c,MAS109  ,3.5026,100.5778,7924.8
2026-03-23 22:29:20.878049,801442,IGO1032 ,3.6741,100.6911,6377.94
2026-03-23 22:29:20.878049,75044d,MAS3    ,3.7812,101.2944,8534.4
2026-03-23 22:29:20.878049,750592,MAS486  ,3.619,101.1791,7574.28
2026-03-23 22:29:20.878049,750593,MXD671  ,3.8872,101.7367,8839.2
2026-03-23 22:30:21.810899,8014da,AIC2380 ,3.8504,101.7696,10058.4
2026-03-23 22:30:21.810899,801442,IGO1032 ,3.7205,100.6018,6400.8
2026-03-23 22:30:21.810899,75044d,MAS3    ,3.6292,101.4222,8221.98
2026-03-23 22:30:21.810899,750592,MAS486  ,3.619,101.1791,7574.28
2026-03-23 22:30:21.810899,750593,MXD671  ,3.9174,101.5901,8801.1
2026-03-23 22:31:22.754057,801442,IGO1032 ,3.7916,100.5044,6690.36
2026-03-23 22:31:22.754057,75044d,MAS3    ,3.6124,101.502,7840.98
2026-03-23 22:31:22.754057,750593,MXD671  ,3.8276,101.667,8610.6
2026-03-23 22:32:23.698201,801442,IGO1032 ,3.8192,100.4661,6880.86
2026-03-23 22:32:23.698201,75044d,MAS3    ,3.6819,101.5204,7520.94
2026-03-23 22:32:23.698201,750593,MXD671  ,3.8476,101.7252,8534.4
2026-03-23 22:32:23.698201,7504cd,XAX183  ,3.5164,101.2742,9753.6
2026-03-23 22:33:24.667682,801442,IGO1032 ,3.875,100.3893,7239
2026-03-23 22:33:24.667682,75044d,MAS3    ,3.6959,101.4285,7101.84
2026-03-23 22:33:24.667682,750593,MXD671  ,3.8476,101.7252,8534.4
2026-03-23 22:33:24.667682,7504cd,XAX183  ,3.6266,101.2277,9753.6
2026-03-23 22:34:25.649504,801442,IGO1032 ,3.875,100.3893,7239
2026-03-23 22:34:25.649504,75044d,MAS3    ,3.6151,101.4409,6797.04
2026-03-23 22:34:25.649504,750593,MXD671  ,3.8476,101.7252,8534.4
2026-03-23 22:34:25.649504,7504cd,XAX183  ,3.726,101.1695,9753.6
2026-03-23 22:35:26.507084,8a07a7,MYU221  ,3.5311,101.1226,10363.2
2026-03-23 22:35:26.507084,801442,IGO1032 ,3.875,100.3893,7239
2026-03-23 22:35:26.507084,75044d,MAS3    ,3.5474,101.5037,6530.34
2026-03-23 22:35:26.507084,750593,MXD671  ,3.8476,101.7252,8534.4
2026-03-23 22:35:26.507084,7504cd,XAX183  ,3.7455,101.1339,9753.6
2026-03-23 22:36:27.521304,8a07a7,MYU221  ,3.611,101.0731,10363.2
2026-03-23 22:36:27.521304,75025a,MAS191  ,3.7149,101.7565,8359.14
2026-03-23 22:36:27.521304,801442,IGO1032 ,3.875,100.3893,7239
2026-03-23 22:36:27.521304,750593,MXD671  ,3.8476,101.7252,8534.4
2026-03-23 22:36:27.521304,7504cd,XAX183  ,3.677,100.995,9326.88
2026-03-23 22:37:28.469776,8a07a7,MYU221  ,3.7496,100.9887,10142.22
2026-03-23 22:37:28.469776,75025a,MAS191  ,3.6139,101.7896,8145.78
2026-03-23 22:37:28.469776,801442,IGO1032 ,3.875,100.3893,7239
2026-03-23 22:37:28.469776,7504cd,XAX183  ,3.5604,101.0149,9144
2026-03-23 22:38:29.397155,8a07a7,MYU221  ,3.8536,100.9253,9753.6
2026-03-23 22:39:30.344342,8a07a7,MYU221  ,3.9524,100.8554,9761.22
2026-03-23 22:40:31.435099,8a07a7,MYU221  ,4.0118,100.7849,9753.6
2026-03-23 22:40:31.435099,75020a,MAS193  ,4.3176,100.5129,10058.4
2026-03-23 22:40:31.435099,750492,AXM90   ,3.9351,100.8875,9448.8
2026-03-23 22:41:32.367668,8a07a7,MYU221  ,4.1202,100.6568,8801.1
2026-03-23 22:41:32.367668,75020a,MAS193  ,4.3146,100.5297,10058.4
2026-03-23 22:41:32.367668,750492,AXM90   ,3.8197,100.9605,9448.8
2026-03-23 22:41:32.367668,800b14,IGO1006 ,3.5191,100.6193,10972.8
2026-03-23 22:42:33.358697,8a07a7,MYU221  ,4.2031,100.5907,7780.02
2026-03-23 22:42:33.358697,75020a,MAS193  ,4.3146,100.5297,10058.4
2026-03-23 22:42:33.358697,75025a,MAS191  ,3.5521,101.7974,6835.14
2026-03-23 22:42:33.358697,750492,AXM90   ,3.7189,100.9901,9189.72
2026-03-23 22:42:33.358697,800b14,IGO1006 ,3.6201,100.5074,10980.42
2026-03-23 22:42:33.358697,800cc7,,3.6403,100.8438,10050.78
2026-03-23 22:43:34.294192,8a07a7,MYU221  ,4.3122,100.5384,7010.4
2026-03-23 22:43:34.294192,75020a,MAS193  ,4.3146,100.5297,10058.4
2026-03-23 22:43:34.294192,750492,AXM90   ,3.6017,101.0228,8724.9
2026-03-23 22:43:34.294192,750571,MXD2116 ,3.5347,101.0792,6111.24
2026-03-23 22:43:34.294192,800b14,IGO1006 ,3.7009,100.4176,10980.42
2026-03-23 22:43:34.294192,800cc7,,3.5687,100.9677,10066.02
2026-03-23 22:44:35.251073,8a07a7,MYU221  ,4.3296,100.53,6880.86
2026-03-23 22:44:35.251073,75020a,MAS193  ,4.3146,100.5297,10058.4
2026-03-23 22:44:35.251073,750571,MXD2116 ,3.547,101.0704,6149.34
